timestamp,event_id,n_event,callback_id,application_id,service_id,value
2025-07-14 16:36:09.225477,enact,1,service_energy,case_study_1,gateway_large,598
2025-07-14 16:36:09.225487,enact,1,service_energy,case_study_1,data_gather_olbia_large,598
2025-07-14 16:36:09.225490,enact,1,service_energy,case_study_1,data_gather_torino_large,598
2025-07-14 16:36:09.225492,enact,1,service_energy,case_study_1,aggregator_large,598
2025-07-14 16:36:09.225493,enact,1,service_energy,case_study_1,mongodb_batch_olbia_medium,598
2025-07-14 16:36:09.225495,enact,1,service_energy,case_study_1,mongodb_batch_torino_medium,598
2025-07-14 16:36:09.225497,enact,1,service_energy,case_study_1,analyzer_large,598
2025-07-14 16:36:09.225498,enact,1,service_energy,case_study_1,mongodb_history_medium,598
2025-07-14 16:36:09.225581,enact,1,service_emissions,case_study_1,gateway_large,240396.0
2025-07-14 16:36:09.225587,enact,1,service_emissions,case_study_1,data_gather_olbia_large,203320.0
2025-07-14 16:36:09.225590,enact,1,service_emissions,case_study_1,data_gather_torino_large,203320.0
2025-07-14 16:36:09.225592,enact,1,service_emissions,case_study_1,aggregator_large,203320.0
2025-07-14 16:36:09.225593,enact,1,service_emissions,case_study_1,mongodb_batch_olbia_medium,215280.0
2025-07-14 16:36:09.225595,enact,1,service_emissions,case_study_1,mongodb_batch_torino_medium,215280.0
2025-07-14 16:36:09.225597,enact,1,service_emissions,case_study_1,analyzer_large,215280.0
2025-07-14 16:36:09.225598,enact,1,service_emissions,case_study_1,mongodb_history_medium,215280.0
2025-07-14 16:36:09.226099,enact,1,required_cpu,case_study_1,gateway_large,2
2025-07-14 16:36:09.226103,enact,1,required_cpu,case_study_1,data_gather_olbia_large,1
2025-07-14 16:36:09.226105,enact,1,required_cpu,case_study_1,data_gather_torino_large,1
2025-07-14 16:36:09.226106,enact,1,required_cpu,case_study_1,aggregator_large,2
2025-07-14 16:36:09.226108,enact,1,required_cpu,case_study_1,mongodb_batch_olbia_medium,1
2025-07-14 16:36:09.226109,enact,1,required_cpu,case_study_1,mongodb_batch_torino_medium,1
2025-07-14 16:36:09.226111,enact,1,required_cpu,case_study_1,analyzer_large,2
2025-07-14 16:36:09.226112,enact,1,required_cpu,case_study_1,mongodb_history_medium,2
2025-07-14 16:36:09.226172,enact,1,required_ram,case_study_1,gateway_large,4
2025-07-14 16:36:09.226174,enact,1,required_ram,case_study_1,data_gather_olbia_large,2
2025-07-14 16:36:09.226176,enact,1,required_ram,case_study_1,data_gather_torino_large,2
2025-07-14 16:36:09.226178,enact,1,required_ram,case_study_1,aggregator_large,4.0
2025-07-14 16:36:09.226180,enact,1,required_ram,case_study_1,mongodb_batch_olbia_medium,2
2025-07-14 16:36:09.226181,enact,1,required_ram,case_study_1,mongodb_batch_torino_medium,2
2025-07-14 16:36:09.226183,enact,1,required_ram,case_study_1,analyzer_large,2
2025-07-14 16:36:09.226184,enact,1,required_ram,case_study_1,mongodb_history_medium,4
2025-07-14 16:36:09.226246,enact,1,required_storage,case_study_1,gateway_large,0
2025-07-14 16:36:09.226249,enact,1,required_storage,case_study_1,data_gather_olbia_large,0
2025-07-14 16:36:09.226251,enact,1,required_storage,case_study_1,data_gather_torino_large,0
2025-07-14 16:36:09.226252,enact,1,required_storage,case_study_1,aggregator_large,0
2025-07-14 16:36:09.226254,enact,1,required_storage,case_study_1,mongodb_batch_olbia_medium,50
2025-07-14 16:36:09.226256,enact,1,required_storage,case_study_1,mongodb_batch_torino_medium,50
2025-07-14 16:36:09.226257,enact,1,required_storage,case_study_1,analyzer_large,0
2025-07-14 16:36:09.226259,enact,1,required_storage,case_study_1,mongodb_history_medium,100
2025-07-14 16:36:09.226332,enact,1,required_gpu,case_study_1,gateway_large,0
2025-07-14 16:36:09.226334,enact,1,required_gpu,case_study_1,data_gather_olbia_large,0
2025-07-14 16:36:09.226336,enact,1,required_gpu,case_study_1,data_gather_torino_large,0
2025-07-14 16:36:09.226337,enact,1,required_gpu,case_study_1,aggregator_large,0
2025-07-14 16:36:09.226339,enact,1,required_gpu,case_study_1,mongodb_batch_olbia_medium,0
