timestamp,event_id,n_event,callback_id,application_id,service_id,value
2025-07-14 16:36:11.665947,enact,1,service_energy,case_study_1,gateway_tiny,598
2025-07-14 16:36:11.665959,enact,1,service_energy,case_study_1,data_gather_olbia_large,598
2025-07-14 16:36:11.665961,enact,1,service_energy,case_study_1,data_gather_torino_large,598
2025-07-14 16:36:11.665963,enact,1,service_energy,case_study_1,aggregator_large,598
2025-07-14 16:36:11.665965,enact,1,service_energy,case_study_1,mongodb_batch_olbia_medium,598
2025-07-14 16:36:11.665966,enact,1,service_energy,case_study_1,mongodb_batch_torino_medium,598
2025-07-14 16:36:11.665968,enact,1,service_energy,case_study_1,mongodb_history_medium,598
2025-07-14 16:36:11.666028,enact,1,service_emissions,case_study_1,gateway_tiny,119600.0
2025-07-14 16:36:11.666032,enact,1,service_emissions,case_study_1,data_gather_olbia_large,215280.0
2025-07-14 16:36:11.666034,enact,1,service_emissions,case_study_1,data_gather_torino_large,215280.0
2025-07-14 16:36:11.666036,enact,1,service_emissions,case_study_1,aggregator_large,215280.0
2025-07-14 16:36:11.666037,enact,1,service_emissions,case_study_1,mongodb_batch_olbia_medium,215280.0
2025-07-14 16:36:11.666039,enact,1,service_emissions,case_study_1,mongodb_batch_torino_medium,215280.0
2025-07-14 16:36:11.666040,enact,1,service_emissions,case_study_1,mongodb_history_medium,215280.0
2025-07-14 16:36:11.666536,enact,1,required_cpu,case_study_1,gateway_tiny,1
2025-07-14 16:36:11.666538,enact,1,required_cpu,case_study_1,data_gather_olbia_large,1
2025-07-14 16:36:11.666540,enact,1,required_cpu,case_study_1,data_gather_torino_large,1
2025-07-14 16:36:11.666541,enact,1,required_cpu,case_study_1,aggregator_large,2
2025-07-14 16:36:11.666543,enact,1,required_cpu,case_study_1,mongodb_batch_olbia_medium,1
2025-07-14 16:36:11.666544,enact,1,required_cpu,case_study_1,mongodb_batch_torino_medium,1
2025-07-14 16:36:11.666546,enact,1,required_cpu,case_study_1,mongodb_history_medium,2
2025-07-14 16:36:11.666606,enact,1,required_ram,case_study_1,gateway_tiny,2
2025-07-14 16:36:11.666609,enact,1,required_ram,case_study_1,data_gather_olbia_large,2
2025-07-14 16:36:11.666610,enact,1,required_ram,case_study_1,data_gather_torino_large,2
2025-07-14 16:36:11.666612,enact,1,required_ram,case_study_1,aggregator_large,4.0
