timestamp,event_id,n_event,callback_id,application_id,service_id,value
2025-07-04 11:34:29.586728,enact,1,service_energy,case_study_1,gateway_tiny,598
2025-07-04 11:34:29.586738,enact,1,service_energy,case_study_1,data_gather_olbia_large,598
2025-07-04 11:34:29.586741,enact,1,service_energy,case_study_1,data_gather_torino_large,598
2025-07-04 11:34:29.586742,enact,1,service_energy,case_study_1,aggregator_large,598
2025-07-04 11:34:29.586744,enact,1,service_energy,case_study_1,mongodb_batch_olbia_medium,598
2025-07-04 11:34:29.586746,enact,1,service_energy,case_study_1,mongodb_batch_torino_medium,598
2025-07-04 11:34:29.586747,enact,1,service_energy,case_study_1,mongodb_history_medium,598
2025-07-04 11:34:29.586838,enact,1,service_emissions,case_study_1,gateway_tiny,119600.0
2025-07-04 11:34:29.586844,enact,1,service_emissions,case_study_1,data_gather_olbia_large,203320.0
2025-07-04 11:34:29.586846,enact,1,service_emissions,case_study_1,data_gather_torino_large,203320.0
2025-07-04 11:34:29.586848,enact,1,service_emissions,case_study_1,aggregator_large,203320.0
2025-07-04 11:34:29.586850,enact,1,service_emissions,case_study_1,mongodb_batch_olbia_medium,215280.0
2025-07-04 11:34:29.586852,enact,1,service_emissions,case_study_1,mongodb_batch_torino_medium,215280.0
2025-07-04 11:34:29.586853,enact,1,service_emissions,case_study_1,mongodb_history_medium,215280.0
2025-07-04 11:34:29.587422,enact,1,required_cpu,case_study_1,gateway_tiny,1
2025-07-04 11:34:29.587425,enact,1,required_cpu,case_study_1,data_gather_olbia_large,1
2025-07-04 11:34:29.587427,enact,1,required_cpu,case_study_1,data_gather_torino_large,1
2025-07-04 11:34:29.587429,enact,1,required_cpu,case_study_1,aggregator_large,2
2025-07-04 11:34:29.587430,enact,1,required_cpu,case_study_1,mongodb_batch_olbia_medium,1
2025-07-04 11:34:29.587432,enact,1,required_cpu,case_study_1,mongodb_batch_torino_medium,1
2025-07-04 11:34:29.587434,enact,1,required_cpu,case_study_1,mongodb_history_medium,2
2025-07-04 11:34:29.587515,enact,1,required_ram,case_study_1,gateway_tiny,2
2025-07-04 11:34:29.587518,enact,1,required_ram,case_study_1,data_gather_olbia_large,2
2025-07-04 11:34:29.587520,enact,1,required_ram,case_study_1,data_gather_torino_large,2
2025-07-04 11:34:29.587522,enact,1,required_ram,case_study_1,aggregator_large,4
2025-07-04 11:34:29.587523,enact,1,required_ram,case_study_1,mongodb_batch_olbia_medium,2
2025-07-04 11:34:29.587525,enact,1,required_ram,case_study_1,mongodb_batch_torino_medium,2
2025-07-04 11:34:29.587526,enact,1,required_ram,case_study_1,mongodb_history_medium,4
2025-07-04 11:34:29.587587,enact,1,required_storage,case_study_1,gateway_tiny,0
2025-07-04 11:34:29.587589,enact,1,required_storage,case_study_1,data_gather_olbia_large,0
2025-07-04 11:34:29.587591,enact,1,required_storage,case_study_1,data_gather_torino_large,0
2025-07-04 11:34:29.587593,enact,1,required_storage,case_study_1,aggregator_large,0
2025-07-04 11:34:29.587594,enact,1,required_storage,case_study_1,mongodb_batch_olbia_medium,50
2025-07-04 11:34:29.587596,enact,1,required_storage,case_study_1,mongodb_batch_torino_medium,50
2025-07-04 11:34:29.587597,enact,1,required_storage,case_study_1,mongodb_history_medium,100
2025-07-04 11:34:29.587657,enact,1,required_gpu,case_study_1,gateway_tiny,0
2025-07-04 11:34:29.587660,enact,1,required_gpu,case_study_1,data_gather_olbia_large,0
2025-07-04 11:34:29.587661,enact,1,required_gpu,case_study_1,data_gather_torino_large,0
2025-07-04 11:34:29.587663,enact,1,required_gpu,case_study_1,aggregator_large,0
2025-07-04 11:34:29.587665,enact,1,required_gpu,case_study_1,mongodb_batch_olbia_medium,0
2025-07-04 11:34:29.587666,enact,1,required_gpu,case_study_1,mongodb_batch_torino_medium,0
2025-07-04 11:34:29.587668,enact,1,required_gpu,case_study_1,mongodb_history_medium,0
2025-07-04 11:34:29.588421,enact,1,placement,case_study_1,gateway_tiny,m2
2025-07-04 11:34:29.588424,enact,1,placement,case_study_1,data_gather_olbia_large,worker1
2025-07-04 11:34:29.588426,enact,1,placement,case_study_1,data_gather_torino_large,worker1
2025-07-04 11:34:29.588427,enact,1,placement,case_study_1,aggregator_large,worker1
2025-07-04 11:34:29.588429,enact,1,placement,case_study_1,mongodb_batch_olbia_medium,worker2
2025-07-04 11:34:29.588431,enact,1,placement,case_study_1,mongodb_batch_torino_medium,worker2
2025-07-04 11:34:29.588433,enact,1,placement,case_study_1,mongodb_history_medium,worker2
2025-07-04 11:34:29.601805,enact,2,service_energy,case_study_1,gateway_tiny,598
2025-07-04 11:34:29.601812,enact,2,service_energy,case_study_1,data_gather_olbia_large,598
2025-07-04 11:34:29.601814,enact,2,service_energy,case_study_1,data_gather_torino_large,598
2025-07-04 11:34:29.601816,enact,2,service_energy,case_study_1,aggregator_large,598
2025-07-04 11:34:29.601818,enact,2,service_energy,case_study_1,mongodb_batch_olbia_medium,598
2025-07-04 11:34:29.601819,enact,2,service_energy,case_study_1,mongodb_batch_torino_medium,598
2025-07-04 11:34:29.601821,enact,2,service_energy,case_study_1,mongodb_history_medium,598
2025-07-04 11:34:29.601925,enact,2,service_emissions,case_study_1,gateway_tiny,119600.0
2025-07-04 11:34:29.601931,enact,2,service_emissions,case_study_1,data_gather_olbia_large,203320.0
2025-07-04 11:34:29.601933,enact,2,service_emissions,case_study_1,data_gather_torino_large,203320.0
2025-07-04 11:34:29.601935,enact,2,service_emissions,case_study_1,aggregator_large,203320.0
2025-07-04 11:34:29.601937,enact,2,service_emissions,case_study_1,mongodb_batch_olbia_medium,215280.0
2025-07-04 11:34:29.601939,enact,2,service_emissions,case_study_1,mongodb_batch_torino_medium,215280.0
2025-07-04 11:34:29.601940,enact,2,service_emissions,case_study_1,mongodb_history_medium,215280.0
