timestamp,event_id,n_event,callback_id,value
2025-07-04 11:33:52.019694,enact,1,alive_nodes,4
2025-07-04 11:33:52.034692,enact,2,alive_nodes,4
2025-07-04 11:33:52.049885,enact,3,alive_nodes,4
2025-07-04 11:33:52.065519,enact,4,alive_nodes,4
2025-07-04 11:33:52.080808,enact,5,alive_nodes,4
2025-07-04 11:33:52.095109,enact,6,alive_nodes,4
2025-07-04 11:33:52.110448,enact,7,alive_nodes,4
2025-07-04 11:33:52.124718,enact,8,alive_nodes,4
2025-07-04 11:33:52.139184,enact,9,alive_nodes,4
2025-07-04 11:33:52.153595,enact,10,alive_nodes,4
2025-07-04 11:33:52.168882,enact,11,alive_nodes,4
2025-07-04 11:33:52.184086,enact,12,alive_nodes,4
2025-07-04 11:33:52.199834,enact,13,alive_nodes,4
2025-07-04 11:33:52.214906,enact,14,alive_nodes,4
2025-07-04 11:33:52.229840,enact,15,alive_nodes,4
2025-07-04 11:33:52.244963,enact,16,alive_nodes,4
2025-07-04 11:33:52.260192,enact,17,alive_nodes,4
2025-07-04 11:33:52.274526,enact,18,alive_nodes,4
2025-07-04 11:33:52.288705,enact,19,alive_nodes,4
2025-07-04 11:33:52.303955,enact,20,alive_nodes,4
2025-07-04 11:33:52.341140,enact,21,alive_nodes,4
2025-07-04 11:33:52.356944,enact,22,alive_nodes,4
2025-07-04 11:33:52.372289,enact,23,alive_nodes,4
2025-07-04 11:33:52.387008,enact,24,alive_nodes,4
2025-07-04 11:33:52.401992,enact,25,alive_nodes,4
2025-07-04 11:33:52.417189,enact,26,alive_nodes,4
2025-07-04 11:33:52.432015,enact,27,alive_nodes,4
2025-07-04 11:33:52.448205,enact,28,alive_nodes,4
2025-07-04 11:33:52.463802,enact,29,alive_nodes,4
2025-07-04 11:33:52.479382,enact,30,alive_nodes,4
2025-07-04 11:33:52.494798,enact,31,alive_nodes,4
2025-07-04 11:33:52.509438,enact,32,alive_nodes,4
2025-07-04 11:33:52.524170,enact,33,alive_nodes,4
2025-07-04 11:33:52.539462,enact,34,alive_nodes,4
2025-07-04 11:33:52.554573,enact,35,alive_nodes,4
2025-07-04 11:33:52.568647,enact,36,alive_nodes,4
2025-07-04 11:33:52.583363,enact,37,alive_nodes,4
2025-07-04 11:33:52.598605,enact,38,alive_nodes,4
2025-07-04 11:33:52.613700,enact,39,alive_nodes,4
2025-07-04 11:33:52.628895,enact,40,alive_nodes,4
2025-07-04 11:33:52.644183,enact,41,alive_nodes,4
2025-07-04 11:33:52.659497,enact,42,alive_nodes,4
2025-07-04 11:33:52.673624,enact,43,alive_nodes,4
2025-07-04 11:33:52.688598,enact,44,alive_nodes,4
2025-07-04 11:33:52.703577,enact,45,alive_nodes,4
2025-07-04 11:33:52.719504,enact,46,alive_nodes,4
2025-07-04 11:33:52.734225,enact,47,alive_nodes,4
2025-07-04 11:33:52.748856,enact,48,alive_nodes,4
2025-07-04 11:33:52.763273,enact,49,alive_nodes,4
2025-07-04 11:33:52.777587,enact,50,alive_nodes,4
2025-07-04 11:33:52.792647,enact,51,alive_nodes,4
2025-07-04 11:33:52.806837,enact,52,alive_nodes,4
2025-07-04 11:33:52.820970,enact,53,alive_nodes,4
2025-07-04 11:33:52.836180,enact,54,alive_nodes,4
2025-07-04 11:33:52.850855,enact,55,alive_nodes,4
2025-07-04 11:33:52.865792,enact,56,alive_nodes,4
2025-07-04 11:33:52.881017,enact,57,alive_nodes,4
2025-07-04 11:33:52.895997,enact,58,alive_nodes,4
2025-07-04 11:33:52.911102,enact,59,alive_nodes,4
2025-07-04 11:33:52.925389,enact,60,alive_nodes,4
2025-07-04 11:33:52.939411,enact,61,alive_nodes,4
2025-07-04 11:33:52.954790,enact,62,alive_nodes,4
2025-07-04 11:33:52.969585,enact,63,alive_nodes,4
2025-07-04 11:33:52.984182,enact,64,alive_nodes,4
2025-07-04 11:33:52.999445,enact,65,alive_nodes,4
2025-07-04 11:33:53.015029,enact,66,alive_nodes,4
2025-07-04 11:33:53.029776,enact,67,alive_nodes,4
2025-07-04 11:33:53.045905,enact,68,alive_nodes,4
2025-07-04 11:33:53.061101,enact,69,alive_nodes,4
2025-07-04 11:33:53.076209,enact,70,alive_nodes,4
2025-07-04 11:33:53.091363,enact,71,alive_nodes,4
2025-07-04 11:33:53.106377,enact,72,alive_nodes,4
2025-07-04 11:33:53.121354,enact,73,alive_nodes,4
2025-07-04 11:33:53.135392,enact,74,alive_nodes,4
2025-07-04 11:33:53.149851,enact,75,alive_nodes,4
2025-07-04 11:33:53.165097,enact,76,alive_nodes,4
