timestamp,event_id,n_event,callback_id,application_id,value
2025-07-14 16:21:53.222501,enact,93,response_time,case_study_1,inf
2025-07-14 16:21:53.236419,enact,94,response_time,case_study_1,inf
2025-07-14 16:21:53.250384,enact,95,response_time,case_study_1,inf
2025-07-14 16:21:53.264303,enact,96,response_time,case_study_1,inf
2025-07-14 16:21:53.278833,enact,97,response_time,case_study_1,inf
2025-07-14 16:21:53.293873,enact,98,response_time,case_study_1,inf
2025-07-14 16:21:53.309928,enact,99,response_time,case_study_1,inf
2025-07-14 16:21:53.324333,enact,100,response_time,case_study_1,20.0
2025-07-14 16:21:53.339303,enact,101,response_time,case_study_1,20.0
2025-07-14 16:21:53.353353,enact,102,response_time,case_study_1,20.0
2025-07-14 16:21:53.368292,enact,103,response_time,case_study_1,20.0
2025-07-14 16:21:53.414022,enact,104,response_time,case_study_1,20.0
2025-07-14 16:21:53.429351,enact,105,response_time,case_study_1,20.0
2025-07-14 16:21:53.443711,enact,106,response_time,case_study_1,20.0
2025-07-14 16:21:53.459085,enact,107,response_time,case_study_1,20.0
2025-07-14 16:21:53.474154,enact,108,response_time,case_study_1,20.0
2025-07-14 16:21:53.489367,enact,109,response_time,case_study_1,20.0
2025-07-14 16:21:53.504442,enact,110,response_time,case_study_1,20.0
2025-07-14 16:21:53.519480,enact,111,response_time,case_study_1,20.0
2025-07-14 16:21:53.534018,enact,112,response_time,case_study_1,20.0
2025-07-14 16:21:53.547958,enact,113,response_time,case_study_1,20.0
2025-07-14 16:21:53.563087,enact,114,response_time,case_study_1,20.0
2025-07-14 16:21:53.577290,enact,115,response_time,case_study_1,20.0
2025-07-14 16:21:53.591162,enact,116,response_time,case_study_1,20.0
2025-07-14 16:21:53.606132,enact,117,response_time,case_study_1,20.0
2025-07-14 16:21:53.621034,enact,118,response_time,case_study_1,20.0
2025-07-14 16:21:53.634959,enact,119,response_time,case_study_1,20.0
2025-07-14 16:21:53.649793,enact,120,response_time,case_study_1,20.0
2025-07-14 16:21:53.664681,enact,121,response_time,case_study_1,20.0
2025-07-14 16:21:53.679626,enact,122,response_time,case_study_1,20.0
2025-07-14 16:21:53.695092,enact,123,response_time,case_study_1,20.0
2025-07-14 16:21:53.709198,enact,124,response_time,case_study_1,20.0
2025-07-14 16:21:53.723365,enact,125,response_time,case_study_1,20.0
2025-07-14 16:21:53.738116,enact,126,response_time,case_study_1,20.0
2025-07-14 16:21:53.752191,enact,127,response_time,case_study_1,20.0
2025-07-14 16:21:53.767218,enact,128,response_time,case_study_1,20.0
2025-07-14 16:21:53.783105,enact,129,response_time,case_study_1,20.0
2025-07-14 16:21:53.799153,enact,130,response_time,case_study_1,20.0
2025-07-14 16:21:53.815267,enact,131,response_time,case_study_1,20.0
2025-07-14 16:21:53.830507,enact,132,response_time,case_study_1,20.0
2025-07-14 16:21:53.844934,enact,133,response_time,case_study_1,20.0
2025-07-14 16:21:53.859237,enact,134,response_time,case_study_1,20.0
2025-07-14 16:21:53.873720,enact,135,response_time,case_study_1,20.0
2025-07-14 16:21:53.888834,enact,136,response_time,case_study_1,20.0
2025-07-14 16:21:53.902884,enact,137,response_time,case_study_1,20.0
2025-07-14 16:21:53.917679,enact,138,response_time,case_study_1,20.0
2025-07-14 16:21:53.931847,enact,139,response_time,case_study_1,20.0
2025-07-14 16:21:53.946384,enact,140,response_time,case_study_1,20.0
2025-07-14 16:21:53.961434,enact,141,response_time,case_study_1,20.0
2025-07-14 16:21:53.975154,enact,142,response_time,case_study_1,20.0
2025-07-14 16:21:53.990065,enact,143,response_time,case_study_1,20.0
2025-07-14 16:21:54.005156,enact,144,response_time,case_study_1,20.0
