timestamp,event_id,n_event,callback_id,application_id,service_id,value
2025-07-14 16:36:14.164800,enact,1,service_energy,case_study_1,gateway_tiny,598
2025-07-14 16:36:14.164810,enact,1,service_energy,case_study_1,data_gather_olbia_large,598
2025-07-14 16:36:14.164812,enact,1,service_energy,case_study_1,data_gather_torino_large,598
2025-07-14 16:36:14.164814,enact,1,service_energy,case_study_1,aggregator_large,598
2025-07-14 16:36:14.164816,enact,1,service_energy,case_study_1,mongodb_batch_olbia_medium,598
2025-07-14 16:36:14.164817,enact,1,service_energy,case_study_1,mongodb_batch_torino_medium,598
2025-07-14 16:36:14.164819,enact,1,service_energy,case_study_1,mongodb_history_medium,598
2025-07-14 16:36:14.164889,enact,1,service_emissions,case_study_1,gateway_tiny,119600.0
2025-07-14 16:36:14.164893,enact,1,service_emissions,case_study_1,data_gather_olbia_large,203320.0
2025-07-14 16:36:14.164894,enact,1,service_emissions,case_study_1,data_gather_torino_large,203320.0
2025-07-14 16:36:14.164896,enact,1,service_emissions,case_study_1,aggregator_large,203320.0
2025-07-14 16:36:14.164898,enact,1,service_emissions,case_study_1,mongodb_batch_olbia_medium,215280.0
2025-07-14 16:36:14.164899,enact,1,service_emissions,case_study_1,mongodb_batch_torino_medium,215280.0
2025-07-14 16:36:14.164901,enact,1,service_emissions,case_study_1,mongodb_history_medium,215280.0
2025-07-14 16:36:14.165391,enact,1,required_cpu,case_study_1,gateway_tiny,1
2025-07-14 16:36:14.165394,enact,1,required_cpu,case_study_1,data_gather_olbia_large,1
2025-07-14 16:36:14.165396,enact,1,required_cpu,case_study_1,data_gather_torino_large,1
2025-07-14 16:36:14.165397,enact,1,required_cpu,case_study_1,aggregator_large,2
2025-07-14 16:36:14.165399,enact,1,required_cpu,case_study_1,mongodb_batch_olbia_medium,1
2025-07-14 16:36:14.165400,enact,1,required_cpu,case_study_1,mongodb_batch_torino_medium,1
2025-07-14 16:36:14.165402,enact,1,required_cpu,case_study_1,mongodb_history_medium,2
2025-07-14 16:36:14.165463,enact,1,required_ram,case_study_1,gateway_tiny,2
2025-07-14 16:36:14.165465,enact,1,required_ram,case_study_1,data_gather_olbia_large,2
2025-07-14 16:36:14.165467,enact,1,required_ram,case_study_1,data_gather_torino_large,2
2025-07-14 16:36:14.165469,enact,1,required_ram,case_study_1,aggregator_large,4.0
2025-07-14 16:36:14.165470,enact,1,required_ram,case_study_1,mongodb_batch_olbia_medium,2
