timestamp,event_id,n_event,callback_id,application_id,service_id,value
2025-07-14 16:36:16.524860,enact,1,service_energy,case_study_1,gateway_tiny,598
2025-07-14 16:36:16.524869,enact,1,service_energy,case_study_1,data_gather_olbia_large,598
2025-07-14 16:36:16.524871,enact,1,service_energy,case_study_1,data_gather_torino_large,598
2025-07-14 16:36:16.524873,enact,1,service_energy,case_study_1,aggregator_large,598
2025-07-14 16:36:16.524875,enact,1,service_energy,case_study_1,mongodb_batch_olbia_medium,598
2025-07-14 16:36:16.524876,enact,1,service_energy,case_study_1,mongodb_batch_torino_medium,598
2025-07-14 16:36:16.524879,enact,1,service_energy,case_study_1,mongodb_history_medium,598
2025-07-14 16:36:16.524960,enact,1,service_emissions,case_study_1,gateway_tiny,119600.0
2025-07-14 16:36:16.524964,enact,1,service_emissions,case_study_1,data_gather_olbia_large,215280.0
2025-07-14 16:36:16.524966,enact,1,service_emissions,case_study_1,data_gather_torino_large,215280.0
2025-07-14 16:36:16.524968,enact,1,service_emissions,case_study_1,aggregator_large,215280.0
2025-07-14 16:36:16.524969,enact,1,service_emissions,case_study_1,mongodb_batch_olbia_medium,215280.0
2025-07-14 16:36:16.524971,enact,1,service_emissions,case_study_1,mongodb_batch_torino_medium,215280.0
2025-07-14 16:36:16.524973,enact,1,service_emissions,case_study_1,mongodb_history_medium,215280.0
2025-07-14 16:36:16.525401,enact,1,required_cpu,case_study_1,gateway_tiny,1
2025-07-14 16:36:16.525404,enact,1,required_cpu,case_study_1,data_gather_olbia_large,1
2025-07-14 16:36:16.525405,enact,1,required_cpu,case_study_1,data_gather_torino_large,1
2025-07-14 16:36:16.525407,enact,1,required_cpu,case_study_1,aggregator_large,2
2025-07-14 16:36:16.525409,enact,1,required_cpu,case_study_1,mongodb_batch_olbia_medium,1
2025-07-14 16:36:16.525410,enact,1,required_cpu,case_study_1,mongodb_batch_torino_medium,1
2025-07-14 16:36:16.525412,enact,1,required_cpu,case_study_1,mongodb_history_medium,2
2025-07-14 16:36:16.525464,enact,1,required_ram,case_study_1,gateway_tiny,2
2025-07-14 16:36:16.525467,enact,1,required_ram,case_study_1,data_gather_olbia_large,2
2025-07-14 16:36:16.525468,enact,1,required_ram,case_study_1,data_gather_torino_large,2
2025-07-14 16:36:16.525470,enact,1,required_ram,case_study_1,aggregator_large,4.0
2025-07-14 16:36:16.525472,enact,1,required_ram,case_study_1,mongodb_batch_olbia_medium,2
2025-07-14 16:36:16.525473,enact,1,required_ram,case_study_1,mongodb_batch_torino_medium,2
2025-07-14 16:36:16.525475,enact,1,required_ram,case_study_1,mongodb_history_medium,4
2025-07-14 16:36:16.525521,enact,1,required_storage,case_study_1,gateway_tiny,0
2025-07-14 16:36:16.525523,enact,1,required_storage,case_study_1,data_gather_olbia_large,0
2025-07-14 16:36:16.525525,enact,1,required_storage,case_study_1,data_gather_torino_large,0
2025-07-14 16:36:16.525526,enact,1,required_storage,case_study_1,aggregator_large,0
2025-07-14 16:36:16.525528,enact,1,required_storage,case_study_1,mongodb_batch_olbia_medium,50
2025-07-14 16:36:16.525529,enact,1,required_storage,case_study_1,mongodb_batch_torino_medium,50
2025-07-14 16:36:16.525531,enact,1,required_storage,case_study_1,mongodb_history_medium,100
2025-07-14 16:36:16.525598,enact,1,required_gpu,case_study_1,gateway_tiny,0
2025-07-14 16:36:16.525601,enact,1,required_gpu,case_study_1,data_gather_olbia_large,0
2025-07-14 16:36:16.525602,enact,1,required_gpu,case_study_1,data_gather_torino_large,0
2025-07-14 16:36:16.525604,enact,1,required_gpu,case_study_1,aggregator_large,0
2025-07-14 16:36:16.525605,enact,1,required_gpu,case_study_1,mongodb_batch_olbia_medium,0
2025-07-14 16:36:16.525607,enact,1,required_gpu,case_study_1,mongodb_batch_torino_medium,0
2025-07-14 16:36:16.525608,enact,1,required_gpu,case_study_1,mongodb_history_medium,0
2025-07-14 16:36:16.526368,enact,1,placement,case_study_1,gateway_tiny,m2
2025-07-14 16:36:16.526372,enact,1,placement,case_study_1,data_gather_olbia_large,worker3
2025-07-14 16:36:16.526373,enact,1,placement,case_study_1,data_gather_torino_large,worker3
2025-07-14 16:36:16.526375,enact,1,placement,case_study_1,aggregator_large,worker3
2025-07-14 16:36:16.526376,enact,1,placement,case_study_1,mongodb_batch_olbia_medium,worker2
2025-07-14 16:36:16.526378,enact,1,placement,case_study_1,mongodb_batch_torino_medium,worker2
2025-07-14 16:36:16.526379,enact,1,placement,case_study_1,mongodb_history_medium,worker2
2025-07-14 16:36:16.540335,enact,2,service_energy,case_study_1,gateway_tiny,598
2025-07-14 16:36:16.540342,enact,2,service_energy,case_study_1,data_gather_olbia_large,598
2025-07-14 16:36:16.540345,enact,2,service_energy,case_study_1,data_gather_torino_large,598
2025-07-14 16:36:16.540347,enact,2,service_energy,case_study_1,aggregator_large,598
2025-07-14 16:36:16.540348,enact,2,service_energy,case_study_1,mongodb_batch_olbia_medium,598
2025-07-14 16:36:16.540350,enact,2,service_energy,case_study_1,mongodb_batch_torino_medium,598
2025-07-14 16:36:16.540351,enact,2,service_energy,case_study_1,mongodb_history_medium,598
2025-07-14 16:36:16.540483,enact,2,service_emissions,case_study_1,gateway_tiny,119600.0
2025-07-14 16:36:16.540487,enact,2,service_emissions,case_study_1,data_gather_olbia_large,215280.0
2025-07-14 16:36:16.540489,enact,2,service_emissions,case_study_1,data_gather_torino_large,215280.0
2025-07-14 16:36:16.540491,enact,2,service_emissions,case_study_1,aggregator_large,215280.0
2025-07-14 16:36:16.540492,enact,2,service_emissions,case_study_1,mongodb_batch_olbia_medium,215280.0
2025-07-14 16:36:16.540494,enact,2,service_emissions,case_study_1,mongodb_batch_torino_medium,215280.0
2025-07-14 16:36:16.540496,enact,2,service_emissions,case_study_1,mongodb_history_medium,215280.0
2025-07-14 16:36:16.540818,enact,2,required_cpu,case_study_1,gateway_tiny,1
2025-07-14 16:36:16.540822,enact,2,required_cpu,case_study_1,data_gather_olbia_large,1
2025-07-14 16:36:16.540824,enact,2,required_cpu,case_study_1,data_gather_torino_large,1
2025-07-14 16:36:16.540826,enact,2,required_cpu,case_study_1,aggregator_large,2
2025-07-14 16:36:16.540827,enact,2,required_cpu,case_study_1,mongodb_batch_olbia_medium,1
2025-07-14 16:36:16.540829,enact,2,required_cpu,case_study_1,mongodb_batch_torino_medium,1
2025-07-14 16:36:16.540830,enact,2,required_cpu,case_study_1,mongodb_history_medium,2
2025-07-14 16:36:16.540906,enact,2,required_ram,case_study_1,gateway_tiny,2
2025-07-14 16:36:16.540909,enact,2,required_ram,case_study_1,data_gather_olbia_large,2
2025-07-14 16:36:16.540910,enact,2,required_ram,case_study_1,data_gather_torino_large,2
2025-07-14 16:36:16.540912,enact,2,required_ram,case_study_1,aggregator_large,4.0
2025-07-14 16:36:16.540914,enact,2,required_ram,case_study_1,mongodb_batch_olbia_medium,2
2025-07-14 16:36:16.540915,enact,2,required_ram,case_study_1,mongodb_batch_torino_medium,2
2025-07-14 16:36:16.540917,enact,2,required_ram,case_study_1,mongodb_history_medium,4
2025-07-14 16:36:16.540971,enact,2,required_storage,case_study_1,gateway_tiny,0
2025-07-14 16:36:16.540974,enact,2,required_storage,case_study_1,data_gather_olbia_large,0
2025-07-14 16:36:16.540975,enact,2,required_storage,case_study_1,data_gather_torino_large,0
2025-07-14 16:36:16.540977,enact,2,required_storage,case_study_1,aggregator_large,0
2025-07-14 16:36:16.540978,enact,2,required_storage,case_study_1,mongodb_batch_olbia_medium,50
2025-07-14 16:36:16.540980,enact,2,required_storage,case_study_1,mongodb_batch_torino_medium,50
2025-07-14 16:36:16.540981,enact,2,required_storage,case_study_1,mongodb_history_medium,100
2025-07-14 16:36:16.541036,enact,2,required_gpu,case_study_1,gateway_tiny,0
