timestamp,event_id,n_event,callback_id,source,target,value
2025-07-04 11:34:15.217457,enact,1,featured_latency,m2,worker1,10
2025-07-04 11:34:15.217459,enact,1,featured_latency,m2,worker2,10
2025-07-04 11:34:15.217461,enact,1,featured_latency,main,worker1,10
2025-07-04 11:34:15.217463,enact,1,featured_latency,main,worker2,10
2025-07-04 11:34:15.217464,enact,1,featured_latency,worker1,main,10
2025-07-04 11:34:15.217466,enact,1,featured_latency,worker1,m2,10
2025-07-04 11:34:15.217467,enact,1,featured_latency,worker1,worker2,10
2025-07-04 11:34:15.217469,enact,1,featured_latency,worker2,main,10
2025-07-04 11:34:15.217470,enact,1,featured_latency,worker2,m2,10
2025-07-04 11:34:15.217472,enact,1,featured_latency,worker2,worker1,10
2025-07-04 11:34:15.217533,enact,1,featured_bandwidth,m2,worker1,inf
2025-07-04 11:34:15.217536,enact,1,featured_bandwidth,m2,worker2,inf
2025-07-04 11:34:15.217538,enact,1,featured_bandwidth,main,worker1,inf
2025-07-04 11:34:15.217539,enact,1,featured_bandwidth,main,worker2,inf
2025-07-04 11:34:15.217541,enact,1,featured_bandwidth,worker1,main,inf
2025-07-04 11:34:15.217542,enact,1,featured_bandwidth,worker1,m2,inf
2025-07-04 11:34:15.217544,enact,1,featured_bandwidth,worker1,worker2,inf
2025-07-04 11:34:15.217546,enact,1,featured_bandwidth,worker2,main,inf
2025-07-04 11:34:15.217547,enact,1,featured_bandwidth,worker2,m2,inf
2025-07-04 11:34:15.217549,enact,1,featured_bandwidth,worker2,worker1,inf
2025-07-04 11:34:15.232835,enact,2,featured_latency,m2,worker1,10
2025-07-04 11:34:15.232841,enact,2,featured_latency,m2,worker2,10
2025-07-04 11:34:15.232843,enact,2,featured_latency,main,worker1,10
2025-07-04 11:34:15.232845,enact,2,featured_latency,main,worker2,10
2025-07-04 11:34:15.232847,enact,2,featured_latency,worker1,main,10
2025-07-04 11:34:15.232849,enact,2,featured_latency,worker1,m2,10
2025-07-04 11:34:15.232850,enact,2,featured_latency,worker1,worker2,10
2025-07-04 11:34:15.232852,enact,2,featured_latency,worker2,main,10
2025-07-04 11:34:15.232853,enact,2,featured_latency,worker2,m2,10
2025-07-04 11:34:15.232855,enact,2,featured_latency,worker2,worker1,10
2025-07-04 11:34:15.232937,enact,2,featured_bandwidth,m2,worker1,inf
2025-07-04 11:34:15.232941,enact,2,featured_bandwidth,m2,worker2,inf
2025-07-04 11:34:15.232943,enact,2,featured_bandwidth,main,worker1,inf
2025-07-04 11:34:15.232944,enact,2,featured_bandwidth,main,worker2,inf
2025-07-04 11:34:15.232946,enact,2,featured_bandwidth,worker1,main,inf
2025-07-04 11:34:15.232947,enact,2,featured_bandwidth,worker1,m2,inf
2025-07-04 11:34:15.232949,enact,2,featured_bandwidth,worker1,worker2,inf
2025-07-04 11:34:15.232951,enact,2,featured_bandwidth,worker2,main,inf
2025-07-04 11:34:15.232952,enact,2,featured_bandwidth,worker2,m2,inf
2025-07-04 11:34:15.232954,enact,2,featured_bandwidth,worker2,worker1,inf
2025-07-04 11:34:15.247125,enact,3,featured_latency,m2,worker1,10
2025-07-04 11:34:15.247128,enact,3,featured_latency,m2,worker2,10
2025-07-04 11:34:15.247130,enact,3,featured_latency,main,worker1,10
2025-07-04 11:34:15.247132,enact,3,featured_latency,main,worker2,10
2025-07-04 11:34:15.247133,enact,3,featured_latency,worker1,main,10
2025-07-04 11:34:15.247135,enact,3,featured_latency,worker1,m2,10
2025-07-04 11:34:15.247137,enact,3,featured_latency,worker1,worker2,10
2025-07-04 11:34:15.247138,enact,3,featured_latency,worker2,main,10
2025-07-04 11:34:15.247140,enact,3,featured_latency,worker2,m2,10
2025-07-04 11:34:15.247141,enact,3,featured_latency,worker2,worker1,10
2025-07-04 11:34:15.247219,enact,3,featured_bandwidth,m2,worker1,inf
2025-07-04 11:34:15.247222,enact,3,featured_bandwidth,m2,worker2,inf
2025-07-04 11:34:15.247224,enact,3,featured_bandwidth,main,worker1,inf
2025-07-04 11:34:15.247225,enact,3,featured_bandwidth,main,worker2,inf
2025-07-04 11:34:15.247227,enact,3,featured_bandwidth,worker1,main,inf
2025-07-04 11:34:15.247228,enact,3,featured_bandwidth,worker1,m2,inf
2025-07-04 11:34:15.247230,enact,3,featured_bandwidth,worker1,worker2,inf
2025-07-04 11:34:15.247231,enact,3,featured_bandwidth,worker2,main,inf
2025-07-04 11:34:15.247233,enact,3,featured_bandwidth,worker2,m2,inf
2025-07-04 11:34:15.247234,enact,3,featured_bandwidth,worker2,worker1,inf
2025-07-04 11:34:15.262324,enact,4,featured_latency,m2,worker1,10
2025-07-04 11:34:15.262328,enact,4,featured_latency,m2,worker2,10
2025-07-04 11:34:15.262330,enact,4,featured_latency,main,worker1,10
2025-07-04 11:34:15.262331,enact,4,featured_latency,main,worker2,10
2025-07-04 11:34:15.262333,enact,4,featured_latency,worker1,main,10
2025-07-04 11:34:15.262334,enact,4,featured_latency,worker1,m2,10
2025-07-04 11:34:15.262336,enact,4,featured_latency,worker1,worker2,10
2025-07-04 11:34:15.262337,enact,4,featured_latency,worker2,main,10
2025-07-04 11:34:15.262339,enact,4,featured_latency,worker2,m2,10
2025-07-04 11:34:15.262341,enact,4,featured_latency,worker2,worker1,10
2025-07-04 11:34:15.262783,enact,4,featured_bandwidth,m2,worker1,inf
2025-07-04 11:34:15.262789,enact,4,featured_bandwidth,m2,worker2,inf
2025-07-04 11:34:15.262791,enact,4,featured_bandwidth,main,worker1,inf
2025-07-04 11:34:15.262792,enact,4,featured_bandwidth,main,worker2,inf
2025-07-04 11:34:15.262794,enact,4,featured_bandwidth,worker1,main,inf
2025-07-04 11:34:15.262796,enact,4,featured_bandwidth,worker1,m2,inf
2025-07-04 11:34:15.262797,enact,4,featured_bandwidth,worker1,worker2,inf
2025-07-04 11:34:15.262799,enact,4,featured_bandwidth,worker2,main,inf
2025-07-04 11:34:15.262826,enact,4,featured_bandwidth,worker2,m2,inf
2025-07-04 11:34:15.262830,enact,4,featured_bandwidth,worker2,worker1,inf
2025-07-04 11:34:15.276970,enact,5,featured_latency,m2,worker1,10
2025-07-04 11:34:15.276973,enact,5,featured_latency,m2,worker2,10
2025-07-04 11:34:15.276974,enact,5,featured_latency,main,worker1,10
2025-07-04 11:34:15.276976,enact,5,featured_latency,main,worker2,10
2025-07-04 11:34:15.276977,enact,5,featured_latency,worker1,main,10
2025-07-04 11:34:15.276979,enact,5,featured_latency,worker1,m2,10
2025-07-04 11:34:15.276980,enact,5,featured_latency,worker1,worker2,10
2025-07-04 11:34:15.276982,enact,5,featured_latency,worker2,main,10
2025-07-04 11:34:15.276983,enact,5,featured_latency,worker2,m2,10
2025-07-04 11:34:15.276985,enact,5,featured_latency,worker2,worker1,10
2025-07-04 11:34:15.277040,enact,5,featured_bandwidth,m2,worker1,inf
2025-07-04 11:34:15.277043,enact,5,featured_bandwidth,m2,worker2,inf
2025-07-04 11:34:15.277044,enact,5,featured_bandwidth,main,worker1,inf
2025-07-04 11:34:15.277046,enact,5,featured_bandwidth,main,worker2,inf
2025-07-04 11:34:15.277047,enact,5,featured_bandwidth,worker1,main,inf
2025-07-04 11:34:15.277049,enact,5,featured_bandwidth,worker1,m2,inf
2025-07-04 11:34:15.277050,enact,5,featured_bandwidth,worker1,worker2,inf
2025-07-04 11:34:15.277052,enact,5,featured_bandwidth,worker2,main,inf
2025-07-04 11:34:15.277053,enact,5,featured_bandwidth,worker2,m2,inf
2025-07-04 11:34:15.277055,enact,5,featured_bandwidth,worker2,worker1,inf
2025-07-04 11:34:15.291274,enact,6,featured_latency,m2,worker1,10
2025-07-04 11:34:15.291276,enact,6,featured_latency,m2,worker2,10
2025-07-04 11:34:15.291278,enact,6,featured_latency,main,worker1,10
2025-07-04 11:34:15.291280,enact,6,featured_latency,main,worker2,10
2025-07-04 11:34:15.291281,enact,6,featured_latency,worker1,main,10
2025-07-04 11:34:15.291283,enact,6,featured_latency,worker1,m2,10
2025-07-04 11:34:15.291284,enact,6,featured_latency,worker1,worker2,10
2025-07-04 11:34:15.291286,enact,6,featured_latency,worker2,main,10
2025-07-04 11:34:15.291287,enact,6,featured_latency,worker2,m2,10
2025-07-04 11:34:15.291289,enact,6,featured_latency,worker2,worker1,10
2025-07-04 11:34:15.291353,enact,6,featured_bandwidth,m2,worker1,inf
2025-07-04 11:34:15.291356,enact,6,featured_bandwidth,m2,worker2,inf
2025-07-04 11:34:15.291358,enact,6,featured_bandwidth,main,worker1,inf
2025-07-04 11:34:15.291359,enact,6,featured_bandwidth,main,worker2,inf
2025-07-04 11:34:15.291361,enact,6,featured_bandwidth,worker1,main,inf
2025-07-04 11:34:15.291362,enact,6,featured_bandwidth,worker1,m2,inf
2025-07-04 11:34:15.291364,enact,6,featured_bandwidth,worker1,worker2,inf
2025-07-04 11:34:15.291365,enact,6,featured_bandwidth,worker2,main,inf
2025-07-04 11:34:15.291367,enact,6,featured_bandwidth,worker2,m2,inf
2025-07-04 11:34:15.291368,enact,6,featured_bandwidth,worker2,worker1,inf
2025-07-04 11:34:15.305765,enact,7,featured_latency,m2,worker1,10
2025-07-04 11:34:15.305768,enact,7,featured_latency,m2,worker2,10
2025-07-04 11:34:15.305770,enact,7,featured_latency,main,worker1,10
2025-07-04 11:34:15.305771,enact,7,featured_latency,main,worker2,10
2025-07-04 11:34:15.305773,enact,7,featured_latency,worker1,main,10
2025-07-04 11:34:15.305774,enact,7,featured_latency,worker1,m2,10
2025-07-04 11:34:15.305776,enact,7,featured_latency,worker1,worker2,10
2025-07-04 11:34:15.305777,enact,7,featured_latency,worker2,main,10
2025-07-04 11:34:15.305779,enact,7,featured_latency,worker2,m2,10
2025-07-04 11:34:15.305780,enact,7,featured_latency,worker2,worker1,10
2025-07-04 11:34:15.305840,enact,7,featured_bandwidth,m2,worker1,inf
2025-07-04 11:34:15.305846,enact,7,featured_bandwidth,m2,worker2,inf
2025-07-04 11:34:15.305848,enact,7,featured_bandwidth,main,worker1,inf
2025-07-04 11:34:15.305850,enact,7,featured_bandwidth,main,worker2,inf
2025-07-04 11:34:15.305852,enact,7,featured_bandwidth,worker1,main,inf
