timestamp,event_id,n_event,callback_id,application_id,value
2025-07-14 16:21:39.242571,enact,80,response_time,case_study_1,20.0
2025-07-14 16:21:39.257466,enact,81,response_time,case_study_1,20.0
2025-07-14 16:21:39.272422,enact,82,response_time,case_study_1,20.0
2025-07-14 16:21:39.287320,enact,83,response_time,case_study_1,20.0
2025-07-14 16:21:39.304956,enact,84,response_time,case_study_1,20.0
2025-07-14 16:21:39.321066,enact,85,response_time,case_study_1,20.0
2025-07-14 16:21:39.369050,enact,86,response_time,case_study_1,20.0
2025-07-14 16:21:39.385725,enact,87,response_time,case_study_1,20.0
2025-07-14 16:21:39.403743,enact,88,response_time,case_study_1,20.0
2025-07-14 16:21:39.444025,enact,89,response_time,case_study_1,20.0
2025-07-14 16:21:39.464379,enact,90,response_time,case_study_1,20.0
2025-07-14 16:21:39.480563,enact,91,response_time,case_study_1,20.0
2025-07-14 16:21:39.496936,enact,92,response_time,case_study_1,20.0
2025-07-14 16:21:39.512543,enact,93,response_time,case_study_1,20.0
2025-07-14 16:21:39.528345,enact,94,response_time,case_study_1,20.0
2025-07-14 16:21:39.546051,enact,95,response_time,case_study_1,20.0
2025-07-14 16:21:39.562172,enact,96,response_time,case_study_1,20.0
2025-07-14 16:21:39.597863,enact,97,response_time,case_study_1,20.0
2025-07-14 16:21:39.612847,enact,98,response_time,case_study_1,20.0
2025-07-14 16:21:39.628882,enact,99,response_time,case_study_1,20.0
2025-07-14 16:21:39.644528,enact,100,response_time,case_study_1,20.0
2025-07-14 16:21:39.659701,enact,101,response_time,case_study_1,20.0
2025-07-14 16:21:39.674185,enact,102,response_time,case_study_1,20.0
2025-07-14 16:21:39.689226,enact,103,response_time,case_study_1,20.0
2025-07-14 16:21:39.704946,enact,104,response_time,case_study_1,20.0
2025-07-14 16:21:39.720434,enact,105,response_time,case_study_1,20.0
2025-07-14 16:21:39.735881,enact,106,response_time,case_study_1,20.0
2025-07-14 16:21:39.751035,enact,107,response_time,case_study_1,20.0
2025-07-14 16:21:39.765540,enact,108,response_time,case_study_1,20.0
2025-07-14 16:21:39.780076,enact,109,response_time,case_study_1,20.0
2025-07-14 16:21:39.795663,enact,110,response_time,case_study_1,20.0
2025-07-14 16:21:39.810492,enact,111,response_time,case_study_1,20.0
2025-07-14 16:21:39.825936,enact,112,response_time,case_study_1,20.0
2025-07-14 16:21:39.842024,enact,113,response_time,case_study_1,20.0
2025-07-14 16:21:39.857751,enact,114,response_time,case_study_1,20.0
2025-07-14 16:21:39.872541,enact,115,response_time,case_study_1,20.0
2025-07-14 16:21:39.887358,enact,116,response_time,case_study_1,20.0
2025-07-14 16:21:39.903860,enact,117,response_time,case_study_1,20.0
2025-07-14 16:21:39.978278,enact,118,response_time,case_study_1,20.0
2025-07-14 16:21:39.994392,enact,119,response_time,case_study_1,20.0
2025-07-14 16:21:40.010349,enact,120,response_time,case_study_1,20.0
2025-07-14 16:21:40.026453,enact,121,response_time,case_study_1,20.0
2025-07-14 16:21:40.041027,enact,122,response_time,case_study_1,20.0
2025-07-14 16:21:40.056701,enact,123,response_time,case_study_1,20.0
2025-07-14 16:21:40.072133,enact,124,response_time,case_study_1,20.0
2025-07-14 16:21:40.087578,enact,125,response_time,case_study_1,20.0
2025-07-14 16:21:40.103408,enact,126,response_time,case_study_1,20.0
2025-07-14 16:21:40.117678,enact,127,response_time,case_study_1,20.0
2025-07-14 16:21:40.131877,enact,128,response_time,case_study_1,20.0
2025-07-14 16:21:40.147248,enact,129,response_time,case_study_1,20.0
2025-07-14 16:21:40.162414,enact,130,response_time,case_study_1,20.0
2025-07-14 16:21:40.177231,enact,131,response_time,case_study_1,20.0
2025-07-14 16:21:40.191648,enact,132,response_time,case_study_1,20.0
2025-07-14 16:21:40.206117,enact,133,response_time,case_study_1,20.0
2025-07-14 16:21:40.221423,enact,134,response_time,case_study_1,20.0
2025-07-14 16:21:40.236884,enact,135,response_time,case_study_1,20.0
2025-07-14 16:21:40.252523,enact,136,response_time,case_study_1,20.0
2025-07-14 16:21:40.266886,enact,137,response_time,case_study_1,20.0
2025-07-14 16:21:40.281282,enact,138,response_time,case_study_1,20.0
2025-07-14 16:21:40.296167,enact,139,response_time,case_study_1,20.0
2025-07-14 16:21:40.311644,enact,140,response_time,case_study_1,20.0
2025-07-14 16:21:40.326454,enact,141,response_time,case_study_1,20.0
2025-07-14 16:21:40.342090,enact,142,response_time,case_study_1,20.0
2025-07-14 16:21:40.357465,enact,143,response_time,case_study_1,20.0
2025-07-14 16:21:40.373008,enact,144,response_time,case_study_1,20.0
